"V1","V2","V3","V4","V5"
0.00020261081944728,2.01936926402801e-05,1.34750931923833e-05,1.22039666261564e-05,1.17742317939928e-05
0.000205118832868001,1.50829813889697e-05,1.17268594845843e-05,9.6499801984784e-06,8.77862760639836e-06
0.000246492281210209,4.69025826974612e-05,1.36119201048501e-05,9.45341605040895e-06,8.96214890278024e-06
0.000610786703219679,1.6053470705657e-05,1.53363637105386e-05,1.13484398371888e-05,1.36182161789566e-05
8.46036494071001e-05,4.4726342789847e-05,1.52750517026234e-05,9.26102063125711e-06,9.41355946237898e-06
8.55045420160572e-05,3.22393460860937e-05,1.71470330674328e-05,1.24165610078109e-05,1.04081530383215e-05
0.000123644285315638,1.70266265380192e-05,1.45896360406184e-05,1.11696839542041e-05,1.27423325291254e-05
0.00025052508272716,2.20903580445686e-05,1.45429540996389e-05,1.12666053704302e-05,9.29550647321697e-06
0.000204674893896417,2.64749559910626e-05,1.12961543898837e-05,1.0489278593262e-05,8.29335740348824e-06
3.16331878116305e-05,3.54953753269882e-05,1.52241040316525e-05,1.10450068016021e-05,9.07680943451616e-06
0.000378262343693869,2.43792501986029e-05,1.12072041416056e-05,1.30267321698518e-05,8.92610836533692e-06
0.00011936741103602,2.55841500838017e-05,1.28991921162225e-05,8.91978451589281e-06,9.80233082414905e-06
0.000222042241331488,2.26954679041214e-05,1.21004580853068e-05,1.17811303557147e-05,9.70772686104127e-06
0.000439073944847213,1.53246212635239e-05,1.87307052892383e-05,1.37513193123606e-05,9.86186129292577e-06
9.05095608763062e-05,1.76042909330043e-05,1.5560759793809e-05,2.04500877263314e-05,7.78922919586478e-06
0.00089012960608903,2.37364027446674e-05,1.22598551122177e-05,9.62074497490306e-06,9.3214413352527e-06
7.160197340772e-05,1.31331949155822e-05,1.16793996858267e-05,1.13544226081341e-05,9.8537311146174e-06
3.67564792629338e-05,1.7538093148195e-05,1.17582515999359e-05,1.28171351929662e-05,1.02245234596676e-05
0.000641082279961847,1.91606046917592e-05,1.1826088966771e-05,1.35482689069821e-05,8.25799237325064e-06
0.000135056723236104,1.90027086368616e-05,1.44547353568836e-05,1.0836611607612e-05,8.96088667312611e-06
0.000104788670681533,1.33542481237647e-05,1.3413567969911e-05,1.10760195064508e-05,1.05221153205992e-05
0.000575369645490209,1.97745699159757e-05,1.91214429432485e-05,1.09541244730504e-05,9.17110793441367e-06
6.85468450667415e-05,2.29965821709754e-05,2.32170452347802e-05,1.24050893863803e-05,9.68152200631067e-06
0.000161688066081966,4.31460731857847e-05,1.18385320397874e-05,1.63816052860533e-05,9.3623039651991e-06
0.00134499763387108,2.03588087168693e-05,1.11222156529145e-05,1.09783659698603e-05,1.14970879283582e-05
9.47212837281164e-05,2.01298650628345e-05,1.33246405660259e-05,1.06354885054394e-05,8.58567255002107e-06
2.81576151306417e-05,1.63941158017877e-05,1.22362006389487e-05,9.92490433637805e-06,9.99072386909106e-06
3.33477038552132e-05,1.67720501385027e-05,1.76949019434769e-05,1.66740114673214e-05,1.68850175010782e-05
0.000828650532775921,1.87523669854528e-05,2.14109780398708e-05,1.08370558355997e-05,1.21509532076125e-05
8.03696301407975e-05,1.81407196302441e-05,1.57143679624383e-05,1.28708198743333e-05,1.07648047082964e-05
0.00010858819988302,2.64649687169438e-05,1.15717848674368e-05,1.02381026767517e-05,9.7618411130096e-06
0.000291295022747384,3.2249671848561e-05,1.68040389381119e-05,9.8963493440074e-06,9.54986245149669e-06
0.000258442022921468,3.29786673569643e-05,1.23018369397876e-05,1.30910274291907e-05,8.05798776104538e-06
0.00589344394744895,4.56952416045819e-05,1.38347164326813e-05,9.68770956366605e-06,9.46378622579402e-06
8.31341059879254e-05,1.63423638426252e-05,1.29609901515781e-05,1.36072833569756e-05,1.08816993389382e-05
0.000233306977669212,2.14298279765934e-05,1.57149957638048e-05,1.36404669852652e-05,9.44069344210874e-06
0.000117885472017853,2.75044057580498e-05,1.21403550381594e-05,1.41254343344333e-05,9.01643292561261e-06
0.00488049554923298,3.7935886764151e-05,1.15129196751607e-05,1.10690288395165e-05,8.98890560563359e-06
0.000151393082162166,1.2835069810091e-05,1.76812820393835e-05,1.29859788824405e-05,9.17615939122207e-06
0.000549632851212234,2.53205685161184e-05,1.34403673084371e-05,1.09485045634017e-05,1.05764777660333e-05
0.00157810694768257,2.37776958054159e-05,1.42087365482269e-05,1.14456404345376e-05,9.22397420000109e-06
6.19498381611017e-05,1.57382242265136e-05,1.42054106611056e-05,9.19683815814309e-06,9.84958403926761e-06
0.000969129213268971,1.73485375705162e-05,1.37087847282835e-05,1.06302905420463e-05,1.08743024880287e-05
0.000208957551355304,2.07518565185083e-05,1.23883339631092e-05,1.13784161583919e-05,9.90074304763056e-06
2.4670529672477e-05,2.20126028795953e-05,1.6296822035855e-05,1.03124716837044e-05,8.3658972256373e-06
9.10743252990898e-05,2.17181661654742e-05,1.32375171926213e-05,1.26552068153707e-05,9.46714392280334e-06
0.000731220575446834,3.2900509205458e-05,3.16191438425317e-05,1.13210015308951e-05,8.96324284127559e-06
0.00184579960081543,1.33577495518011e-05,1.64416648016363e-05,9.35204226659714e-06,8.47158219974276e-06
0.000513301977693059,3.92510639610766e-05,1.08388246360391e-05,1.05376795576095e-05,1.04850829003578e-05
0.00823254844312915,1.88255209736532e-05,1.15309903594429e-05,9.7060411179406e-06,8.49118506396351e-06
0.000507208790172298,2.58894005722432e-05,1.42671149951923e-05,1.15343861235573e-05,8.79555793020792e-06
8.09475569563123e-05,3.1546084698908e-05,2.19554986538029e-05,1.47229447864383e-05,1.16262261340427e-05
0.000432168278842848,2.21076592792357e-05,1.4798206747102e-05,9.55212395181704e-06,8.14610349819667e-06
0.000119229109700747,1.6353932959845e-05,9.26017122182543e-06,1.36584914320892e-05,1.73978246591489e-05
5.84263039997701e-05,2.01552776808445e-05,1.40813890601166e-05,1.19353573386771e-05,1.18700001277006e-05
0.00027278149436949,1.23059861794061e-05,1.60729629457013e-05,1.13091685980393e-05,8.92768764826357e-06
0.000778011037692483,3.27859773030514e-05,3.64196942785888e-05,1.69004812402562e-05,9.55277060166182e-06
0.00105819061310508,3.05912189513258e-05,1.31275962442778e-05,1.01831652590256e-05,8.95999563454986e-06
0.00179441430718352,6.45785712005686e-05,1.36365606506761e-05,9.44725875751118e-06,1.02476266574669e-05
0.000130461895003098,5.98456992340068e-05,1.42585643536641e-05,1.00585640123718e-05,1.23705677592678e-05
0.0187442908163091,1.35748259326718e-05,1.25628266216538e-05,1.41933740718247e-05,1.04031789305292e-05
0.000254059422489572,3.20891729217454e-05,1.18666234074638e-05,1.08512363365953e-05,9.58385314975274e-06
0.000114729872900732,1.40893904978512e-05,1.5231516204306e-05,1.03249468632605e-05,1.03425441442262e-05
0.00359350416494708,1.86954344476575e-05,9.39692745483001e-06,1.23565456542352e-05,1.05118513373803e-05
0.000239819342007674,2.78992766817865e-05,9.66396186674601e-06,1.10880548866987e-05,9.19491959372465e-06
0.000149326610007661,2.52291523832326e-05,1.29033125038092e-05,9.96936705321971e-06,1.00247529606357e-05
0.000157578328898511,3.06258041193885e-05,1.1771311962061e-05,1.03397952653239e-05,1.00742927693354e-05
0.000118198374075007,3.48511570382737e-05,1.06069040204382e-05,1.17722775523355e-05,9.17794672306016e-06
4.94749766721814e-05,3.03062289579437e-05,1.22636046036018e-05,1.02579976730688e-05,1.15762968315725e-05
0.000122530975997792,1.97471778586866e-05,9.64593466457053e-06,1.02663411467585e-05,8.34996471477112e-06
0.000369532827715124,3.86030326955389e-05,1.6756485501368e-05,1.09542504080906e-05,9.47995194344742e-06
0.000661366641973249,7.45280045584273e-05,1.6345714244359e-05,1.22707593830373e-05,8.37935573705373e-06
0.00188224920291313,2.08939974106759e-05,1.9237183739973e-05,1.00331557679745e-05,1.00206129516334e-05
0.000126396640097726,2.24410226223881e-05,1.44893951308234e-05,1.04836647070172e-05,1.03449887405294e-05
0.000309279573728061,3.18768760010357e-05,1.20284903015744e-05,1.17142724898045e-05,9.13754678455447e-06
4.39780062979622e-05,2.37220384300407e-05,1.34073080317876e-05,1.13267014696383e-05,1.12462772552391e-05
8.65253585824455e-05,4.41503508346042e-05,1.54677795660696e-05,1.5706965935447e-05,1.00878214517319e-05
0.00013907433843019,2.30968134058429e-05,1.846002099537e-05,1.13114813999893e-05,1.07035522747267e-05
0.000265793520779267,2.78661172761208e-05,1.5375235387749e-05,1.24203682032586e-05,9.30560981116102e-06
0.000367254609015211,1.05921291737587e-05,1.39878040239516e-05,1.18121413081873e-05,8.53423301472311e-06
0.00374587930545744,2.2176907674698e-05,1.3009935569519e-05,1.46700544307876e-05,8.31912745580254e-06
0.000133086780629732,4.37993458293207e-05,1.27426497451566e-05,1.45957968558097e-05,9.78183348054884e-06
0.000167572409808692,2.45318906295644e-05,1.32665352099437e-05,1.26517359482214e-05,9.58075333401531e-06
0.000150216096400646,2.36684729078007e-05,1.83798197446183e-05,9.4233288914225e-06,8.73613637830672e-06
8.56694582254125e-05,2.31895567139873e-05,1.32501624481307e-05,1.07792227526105e-05,8.33523213294995e-06
9.81818405254575e-05,1.78729867692518e-05,1.16680262016722e-05,1.1140109394292e-05,1.01278050861353e-05
9.62709525751393e-05,2.4591864027812e-05,1.16756615189395e-05,1.18416942547217e-05,8.61270575969186e-06
0.000179228424715738,1.41272307487839e-05,9.40234231805448e-06,9.06133273614884e-06,8.96666943761559e-06
0.000697709238677957,2.59084027725009e-05,1.26979725274534e-05,1.14801275203913e-05,9.73361241518589e-06
3.64184724630512e-05,2.04776419669983e-05,1.53896286629873e-05,1.01393597251587e-05,9.53718271956561e-06
3.10364063640378e-05,2.75217106535663e-05,1.66311461258228e-05,9.19746151195611e-06,1.36432261601538e-05
0.000280689132526879,1.4438500627767e-05,2.35499035512454e-05,9.0398830949745e-06,1.07912013704858e-05
0.000162896571520355,2.04672000596595e-05,4.58342522007271e-05,1.04297850893609e-05,9.52060839320978e-06
0.000203314090146511,1.35130827392249e-05,1.47221156658883e-05,1.09396197811584e-05,8.8206908395172e-06
8.28883415797677e-05,2.27979254674437e-05,1.35061918822288e-05,8.95162015002171e-06,8.34309542852019e-06
